Rxn name,Rxn description,Formula,Gene-reaction association,Genes,Subsystem,Reversible,LB,UB,Objective
CYTBO3_4pp,cytochrome oxidase bo3 ubiquinol 8 4 protons periplasm ,4 h[c] + 0.5 o2[c] + q8h2[c]  -> h2o[c] + 4 h[p] + q8[c] ,( PP_0812  and  PP_0813  and  PP_0814  and  PP_0815 ),PP_0812 PP_0813 PP_0814 PP_0815,Oxidative Phosphorylation,0,0,1000,0
CYTCAA3pp,cytochrome c oxidase aa3 2 protons1 electron periplasm ,2 focytc[c] + 2 h[c] + 0.5 o2[c]  -> 2 ficytc[c] + h2o[c] + 2 h[p] ,( PP_0103  and  PP_0104  and  PP_0105  and  PP_0106 ),PP_0103 PP_0104 PP_0105 PP_0106,Oxidative Phosphorylation,0,0,1000,0
CYTCBB3pp,cytochrome c oxidase bb3 05 protons1 electron periplasm ,2 focytc[c] + h[c] + 0.5 o2[c]  -> 2 ficytc[c] + h2o[c] + h[p] ,( ( PP_4250  and  PP_4251  and  PP_4252  and  PP_4253 )  or  ( PP_4255  and  PP_4256  and  PP_4257  and  PP_4258 ) ),PP_4250 PP_4251 PP_4252 PP_4253 PP_4255 PP_4256 PP_4257 PP_4258,Oxidative Phosphorylation,0,0,1000,0
CYTDH,Cytidine hydrolase,cytd[c] + h2o[c]  -> csn[c] + rib_D[c] ,PP_2460,PP_2460,Pyrimidine Metabolism,0,0,1000,0
CYTK1,cytidylate kinase CMP ,atp[c] + cmp[c]  <=> adp[c] + cdp[c] ,PP_1771,PP_1771,Pyrimidine Metabolism,1,-1000,1000,0
CYTK2,cytidylate kinase dCMP ,atp[c] + dcmp[c]  <=> adp[c] + dcdp[c] ,PP_1771,PP_1771,Pyrimidine Metabolism,1,-1000,1000,0
DAAD,D Amino acid dehydrogenase,ala_D[c] + fad[c] + h2o[c]  -> fadh2[c] + nh4[c] + pyr[c] ,( PP_4434  or  PP_5270 ),PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DAAD11,D Amino acid dehydrogenase tyr D ,fad[c] + h2o[c] + tyr_D[c]  -> 34hpp[c] + fadh2[c] + nh4[c] ,( PP_5270  or  PP_4434  or  PP_2246 ),PP_2246 PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DAAD12,D Amino acid dehydrogenase val D ,fad[c] + h2o[c] + val_D[c]  -> 3mob[c] + fadh2[c] + nh4[c] ,( PP_5270  or  PP_4434  or  PP_2246 ),PP_2246 PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DAAD2,D Amino acid dehydrogenase arg D ,arg_D[c] + fad[c] + h2o[c]  -> fadh2[c] + nh4[c] + oxoarg_L[c] ,( PP_5270  or  PP_4434  or  PP_2246 ),PP_2246 PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DAAD3,D Amino acid dehydrogenase leu D ,fad[c] + h2o[c] + leu_D[c]  -> 4mop[c] + fadh2[c] + nh4[c] ,( PP_5270  or  PP_4434  or  PP_2246 ),PP_2246 PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DAAD4,D Amino acid dehydrogenase D met ,D_met[c] + fad[c] + h2o[c]  -> 2kmb[c] + fadh2[c] + nh4[c] ,( PP_5270  or  PP_4434  or  PP_2246 ),PP_2246 PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DAAD5,D Amino acid dehydrogenase orn D ,fad[c] + h2o[c] + orn_D[c]  -> 5a2opntn[c] + fadh2[c] + nh4[c] ,( PP_5270  or  PP_4434  or  PP_2246 ),PP_2246 PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DAAD6,D Amino acid dehydrogenase phe D ,fad[c] + h2o[c] + phe_D[c]  -> fadh2[c] + nh4[c] + phpyr[c] ,( PP_5270  or  PP_4434  or  PP_2246 ),PP_2246 PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DAAD7,D Amino acid dehydrogenase pro D ,fad[c] + pro_D[c]  -> 1p2cbxl[c] + fadh2[c] + h[c] ,( PP_5270  or  PP_4434  or  PP_2246 ),PP_2246 PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DAAD8,D Amino acid dehydrogenase ser D ,fad[c] + h2o[c] + ser_D[c]  -> fadh2[c] + hpyr[c] + nh4[c] ,( PP_5270  or  PP_4434 ),PP_4434 PP_5270,Alternate Carbon and Nitrogen source D Amino acids Metabolism,0,0,1000,0
DABAAT2,DABA aminotransferase,24dab[c] + akg[c] + h[c]  <=> aspsa[c] + glu_L[c] ,( PP_2800  or  PP_4223  or  PP_4421 ),PP_2800 PP_4223 PP_4421,Alternate Carbon and Nitrogen source Ectoine Metabolism,1,-1000,1000,0
DADA,Deoxyadenosine deaminase,dad_2[c] + h2o[c] + h[c]  -> din[c] + nh4[c] ,PP_0591,PP_0591,Purine Metabolism,0,0,1000,0
DADK,deoxyadenylate kinase,atp[c] + damp[c]  <=> adp[c] + dadp[c] ,PP_1506,PP_1506,Purine Metabolism,1,-1000,1000,0
DAGK120,diacylglycerol kinase n C120 ,12dgr120[c] + atp[c]  -> adp[c] + h[c] + pa120[c] ,( PP_1636  or  PP_2973 ),PP_1636 PP_2973,Glycerophospholipid Metabolism,0,0,1000,0
DAGK140,diacylglycerol kinase n C140 ,12dgr140[c] + atp[c]  -> adp[c] + h[c] + pa140[c] ,( PP_1636  or  PP_2973 ),PP_1636 PP_2973,Glycerophospholipid Metabolism,0,0,1000,0
DAGK141,diacylglycerol kinase n C141 ,12dgr141[c] + atp[c]  -> adp[c] + h[c] + pa141[c] ,( PP_2973  or  PP_1636 ),PP_1636 PP_2973,Glycerophospholipid Metabolism,0,0,1000,0
DAGK160,diacylglycerol kinase n C160 ,12dgr160[c] + atp[c]  -> adp[c] + h[c] + pa160[c] ,( PP_1636  or  PP_2973 ),PP_1636 PP_2973,Glycerophospholipid Metabolism,0,0,1000,0
DAGK161,diacylglycerol kinase n C161 ,12dgr161[c] + atp[c]  -> adp[c] + h[c] + pa161[c] ,( PP_1636  or  PP_2973 ),PP_1636 PP_2973,Glycerophospholipid Metabolism,0,0,1000,0
DAGK180,diacylglycerol kinase n C180 ,12dgr180[c] + atp[c]  -> adp[c] + h[c] + pa180[c] ,( PP_1636  or  PP_2973 ),PP_1636 PP_2973,Glycerophospholipid Metabolism,0,0,1000,0
DAGK181,diacylglycerol kinase n C181 ,12dgr181[c] + atp[c]  -> adp[c] + h[c] + pa181[c] ,( PP_1636  or  PP_2973 ),PP_1636 PP_2973,Glycerophospholipid Metabolism,0,0,1000,0
DAGLIPA160ex,Diacyl sn glycerol lipase extracellular hexadecanoate ,12dgr160[e] + h2o[e]  -> 1ag160[e] + h[e] + hdca[e] ,PP_4854,PP_4854,Fatty Acid Metabolism,0,0,1000,0
DAGLIPA180ex,Diacyl sn glycerol lipase extracellular octadecanoate ,12dgr180[e] + h2o[e]  -> 1ag180[e] + h[e] + ocdca[e] ,PP_4854,PP_4854,Fatty Acid Metabolism,0,0,1000,0
DAGLIPA181d9ex,Diacyl sn glycerol lipase extracellular nC181d9 ,dag181d9[e] + h2o[e]  -> 1ag181d9[e] + h[e] + ocdcea[e] ,PP_4854,PP_4854,Fatty Acid Metabolism,0,0,1000,0
DAGLIPA182d9d12ex,Diacyl sn glycerol lipase extracellular nC181d9d12 ,dag182d9d12[e] + h2o[e]  -> 1ag182d9d12[e] + h[e] + lnlc[e] ,PP_4854,PP_4854,Fatty Acid Metabolism,0,0,1000,0
DALAALAD,beta alanine L alanine dipeptidase,balaala[c] + h2o[c]  -> ala_D[c] + ala_L[c] ,PP_3844,PP_3844,Alternate Carbon and Nitrogen source Dipeptide Metabolism,0,0,1000,0
DALADALAD,beta alanine beta alanine dipeptidase,balabala[c] + h2o[c]  -> 2 ala_D[c] ,PP_3844,PP_3844,Alternate Carbon and Nitrogen source Dipeptide Metabolism,0,0,1000,0
DALAGLYD,beta alanine L glycine dipeptidase,balagly[c] + h2o[c]  -> ala_D[c] + gly[c] ,PP_3844,PP_3844,Alternate Carbon and Nitrogen source Dipeptide Metabolism,0,0,1000,0
DALALEUD,beta alanine L leucine dipeptidase,balaleu[c] + h2o[c]  -> ala_D[c] + leu_L[c] ,PP_3844,PP_3844,Alternate Carbon and Nitrogen source Dipeptide Metabolism,0,0,1000,0
DALAabcpp,D alanine transport via ABC system periplasm ,ala_D[p] + atp[c] + h2o[c]  -> adp[c] + ala_D[c] + h[c] + pi[c] ,( PP_4863  and  PP_4864  and  PP_4866  and  PP_4867  and  PP_4865 ),PP_4863 PP_4864 PP_4865 PP_4866 PP_4867,Transport ABC system,0,0,1000,0
DALAt2pp,D alanine transport in via proton symport periplasm ,ala_D[p] + h[p]  -> ala_D[c] + h[c] ,PP_4840,PP_4840,Transport Inner Membrane,0,0,1000,0
DALAtex,D Alanine transport via diffusion extracellular to periplasm ,ala_D[e]  <=> ala_D[p] ,,,Transport Outer Membrane,1,-1000,1000,0
DAPAT,Cadaverine aminotranferase,15dap[c] + akg[c]  -> glu_L[c] + h2o[c] + h[c] + pprdn[c] ,,,Lysine Metabolism,0,0,1000,0
DAPDC,diaminopimelate decarboxylase,26dap_M[c] + h[c]  -> co2[c] + lys_L[c] ,( PP_5227  or  PP_2077 ),PP_2077 PP_5227,Lysine Biosynthesis,0,0,1000,0
DAPE,diaminopimelate epimerase,26dap_LL[c]  <=> 26dap_M[c] ,( PP_3790  or  PP_5228 ),PP_3790 PP_5228,Lysine Biosynthesis,1,-1000,1000,0
DAPabcpp,M diaminopimelic acid ABC transport periplasm ,26dap_M[p] + atp[c] + h2o[c]  -> 26dap_M[c] + adp[c] + h[c] + pi[c] ,,,Transport ABC system,0,0,1000,0
DAPtex,1 5 Diaminopentane transport via diffusion extracellular to periplasm ,15dap[e]  <=> 15dap[p] ,,,Transport Outer Membrane,1,-1000,1000,0
DARGabcpp,D arginine transport via ABC system periplasm ,arg_D[p] + atp[c] + h2o[c]  -> adp[c] + arg_D[c] + h[c] + pi[c] ,,,Transport ABC system,0,0,1000,0
DARGtex,D arginine transport via diffusion extracellular to periplasm ,arg_D[e]  <=> arg_D[p] ,,,Transport Outer Membrane,1,-1000,1000,0
DASNabcpp,D asparagine transport via ABC system periplasm ,asn_D[p] + atp[c] + h2o[c]  -> adp[c] + asn_D[c] + h[c] + pi[c] ,,,Transport ABC system,0,0,1000,0
DASNtex,D asparagine transport via diffusion extracellular to periplasm ,asn_D[e]  <=> asn_D[p] ,,,Transport Outer Membrane,1,-1000,1000,0
DASYN120,CDP diacylglycerol synthetase n C120 ,ctp[c] + h[c] + pa120[c]  -> cdpdddecg[c] + ppi[c] ,PP_1596,PP_1596,Glycerophospholipid Metabolism,0,0,1000,0
DASYN140,CDP diacylglycerol synthetase n C140 ,ctp[c] + h[c] + pa140[c]  -> cdpdtdecg[c] + ppi[c] ,PP_1596,PP_1596,Glycerophospholipid Metabolism,0,0,1000,0
DASYN141,CDP diacylglycerol synthetase n C141 ,ctp[c] + h[c] + pa141[c]  -> cdpdtdec7eg[c] + ppi[c] ,PP_1596,PP_1596,Glycerophospholipid Metabolism,0,0,1000,0
DASYN160,CDP diacylglycerol synthetase n C160 ,ctp[c] + h[c] + pa160[c]  -> cdpdhdecg[c] + ppi[c] ,PP_1596,PP_1596,Glycerophospholipid Metabolism,0,0,1000,0
DASYN161,CDP diacylglycerol synthetase n C161 ,ctp[c] + h[c] + pa161[c]  -> cdpdhdec9eg[c] + ppi[c] ,PP_1596,PP_1596,Glycerophospholipid Metabolism,0,0,1000,0
DASYN180,CDP diacylglycerol synthetase n C180 ,ctp[c] + h[c] + pa180[c]  -> cdpdodecg[c] + ppi[c] ,PP_1596,PP_1596,Glycerophospholipid Metabolism,0,0,1000,0
DASYN181,CDP diacylglycerol synthetase n C181 ,ctp[c] + h[c] + pa181[c]  -> cdpdodec11eg[c] + ppi[c] ,PP_1596,PP_1596,Glycerophospholipid Metabolism,0,0,1000,0
DATPHs,dATP amine hydrolysis spontaneous ,datp[c] + h2o[c] + h[c]  -> ditp[c] + nh4[c] ,PP_s0001,PP_s0001,Pyrimidine Metabolism,0,0,1000,0
DB4PS,3 4 Dihydroxy 2 butanone 4 phosphate synthase,ru5p_D[c]  -> db4p[c] + for[c] + h[c] ,( PP_3813  or  PP_0530  or  PP_0516 ),PP_0516 PP_0530 PP_3813,Cofactor and Prosthetic Group Biosynthesis Riboflavin Metabolism,0,0,1000,0
DBTS,dethiobiotin synthase,atp[c] + co2[c] + dann[c]  -> adp[c] + dtbt[c] + 3 h[c] + pi[c] ,PP_0366,PP_0366,Cofactor and Prosthetic Group Biosynthesis Biotin Biosynthesis,0,0,1000,0
DCAtexi,Decanoate transport via diffusion extracellular to periplasm ,dca[e]  -> dca[p] ,PP_1689,PP_1689,Transport Outer Membrane,0,0,1000,0
DCTPD,dCTP deaminase,dctp[c] + h2o[c] + h[c]  -> dutp[c] + nh4[c] ,PP_1100,PP_1100,Pyrimidine Metabolism,0,0,1000,0
DCTPD2,dCTP deaminase,ctp[c] + h2o[c] + h[c]  -> nh4[c] + utp[c] ,PP_1100,PP_1100,Pyrimidine Metabolism,0,0,1000,0
DDCAtexi,Fatty acid dodecanoate transport via facilitated irreversible diffusion extracellular to periplasm ,ddca[e]  -> ddca[p] ,PP_1689,PP_1689,Transport Outer Membrane,0,0,1000,0
DDGLK,2 dehydro 3 deoxygluconokinase,2ddglcn[c] + atp[c]  -> 2ddg6p[c] + adp[c] + h[c] ,PP_3378,PP_3378,Alternate Carbon Ascorbate and Aldarate Metabolism,0,0,1000,0
DDPA,3 deoxy D arabino heptulosonate 7 phosphate synthetase,e4p[c] + h2o[c] + pep[c]  -> 2dda7p[c] + pi[c] ,( PP_3080  or  PP_2324  or  PP_1866 ),PP_1866 PP_2324 PP_3080,Phenylalanine Tyrosine Tryptophan Biosynthesis,0,0,1000,0
DESATPE160,PE160 desaturase pe C160 pe C161d9 ,2 h[c] + 2 nadph[c] + 2 o2[c] + pe160[c]  -> 4 h2o[c] + 2 nadp[c] + pe161[c] ,PP_0217,PP_0217,Fatty Acid Biosynthesis,0,0,1000,0
DESATPG160,PG160 desaturase pg C160 pg C161d9 ,2 h[c] + 2 nadph[c] + 2 o2[c] + pg160[c]  -> 4 h2o[c] + 2 nadp[c] + pg161[c] ,PP_0217,PP_0217,Fatty Acid Biosynthesis,0,0,1000,0
DGBUTNH,1 4 diguanidinobutane amidinohydrolase,dgudbutn[c] + h2o[c]  -> agm[c] + urea[c] ,,,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
DGK1,deoxyguanylate kinase dGMPATP ,atp[c] + dgmp[c]  <=> adp[c] + dgdp[c] ,PP_5296,PP_5296,Purine Metabolism,1,-1000,1000,0
DGUDBUTNabcpp,1 4 Diguanidinobutane transport via ABC system periplasm ,atp[c] + dgudbutn[p] + h2o[c]  -> adp[c] + dgudbutn[c] + h[c] + pi[c] ,,,Transport ABC system,0,0,1000,0
DGUDBUTNtex,1 4 Diguanidinobutane transport via diffusion extracellular to periplasm ,dgudbutn[e]  <=> dgudbutn[p] ,,,Transport Outer Membrane,1,-1000,1000,0
DH3MCHCDH,1 2 dihydrodihydroxybenzoate dehydrogenase,dh3mchc[c] + nad[c]  -> 3mcat[c] + co2[c] + nadh[c] ,pWW0_099,pWW0_099,Aromatic Compounds Degradation Toluene Pathway,0,0,1000,0
DH4MCHCDH,1 2 dihydrodihydroxybenzoate dehydrogenase,dh4mchc[c] + nad[c]  -> 4mcat[c] + co2[c] + nadh[c] ,pWW0_099,pWW0_099,Aromatic Compounds Degradation Toluene Pathway,0,0,1000,0
DHACOAH,2 3 dehydroadipyl CoA hydratase,23dhacoa[c] + h2o[c]  <=> 3hadpcoa[c] ,PP_3284,PP_3284,Aromatic Compounds Degradation Phenylacetyl CoA Catabolom,1,-1000,1000,0
DHAD1,dihydroxy acid dehydratase 2 3 dihydroxy 3 methylbutanoate ,23dhmb[c]  -> 3mob[c] + h2o[c] ,PP_5128,PP_5128,Valine Leucine and Isoleucine Metabolism,0,0,1000,0
DHAD2,Dihydroxy acid dehydratase 2 3 dihydroxy 3 methylpentanoate ,23dhmp[c]  -> 3mop[c] + h2o[c] ,PP_5128,PP_5128,Valine Leucine and Isoleucine Metabolism,0,0,1000,0
DHDPRy,dihydrodipicolinate reductase NADPH ,23dhdp[c] + h[c] + nadph[c]  -> nadp[c] + thdp[c] ,PP_4725,PP_4725,Lysine Biosynthesis,0,0,1000,0
DHDPS,dihydrodipicolinate synthase,aspsa[c] + pyr[c]  -> 23dhdp[c] + 2 h2o[c] + h[c] ,PP_1237,PP_1237,Lysine Biosynthesis,0,0,1000,0
DHFR,dihydrofolate reductase,dhf[c] + h[c] + nadph[c]  <=> nadp[c] + thf[c] ,PP_5132,PP_5132,Cofactor and Prosthetic Group Biosynthesis Folate Biosynthesis,1,-1000,1000,0
DHFS,dihydrofolate synthase,atp[c] + dhpt[c] + glu_L[c]  -> adp[c] + dhf[c] + h[c] + pi[c] ,PP_1997,PP_1997,Cofactor and Prosthetic Group Biosynthesis Folate Biosynthesis,0,0,1000,0
DHMPTR,Dihydromonapterin reductase,dhmpt[c] + h[c] + nadph[c]  -> nadp[c] + thmnp[c] ,PP_4632,PP_4632,Cofactor and Prosthetic Group Biosynthesis Folate Biosynthesis,0,0,1000,0
DHMPTRx,Dihydromonapterin reductase,dhmpt[c] + h[c] + nadh[c]  -> nad[c] + thmnp[c] ,PP_2432,PP_2432,Unassigned,0,0,1000,0
DHNPA3,dihydroneopterin aldolase,dhnpt[c]  -> 2ahhmp[c] + gcald[c] ,PP_0392,PP_0392,Cofactor and Prosthetic Group Biosynthesis Folate Biosynthesis,0,0,1000,0
DHNPTE,Dihydroneopterin epimerase,dhnpt[c]  <=> dhmpt[c] ,PP_0392,PP_0392,Cofactor and Prosthetic Group Biosynthesis Folate Biosynthesis,1,-1000,1000,0
DHORD2,dihydoorotic acid dehydrogenase quinone8 ,dhor_S[c] + q8[c]  -> orot[c] + q8h2[c] ,PP_2095,PP_2095,Pyrimidine Metabolism,0,0,1000,0
DHORDfum,Fumarate dependent DHORD,dhor_S[c] + fum[c]  -> orot[c] + succ[c] ,PP_2095,PP_2095,Pyrimidine Metabolism,0,0,1000,0
DHORTS,dihydroorotase,dhor_S[c] + h2o[c]  <=> cbasp[c] + h[c] ,PP_1086,PP_1086,Pyrimidine Metabolism,1,-1000,1000,0
DHPM1,dihydropyrimidinase 5 6 dihydrouracil ,56dura[c] + h2o[c]  -> cala[c] + h[c] ,PP_4036,PP_4036,Alternate Carbon and Nitrogen source Nucleotide Metabolism,0,0,1000,0
DHPM2,dihydropyrimidinase dihydrothymine ,56dthm[c] + h2o[c]  -> 3uib[c] + h[c] ,PP_4036,PP_4036,Alternate Carbon and Nitrogen source Nucleotide Metabolism,0,0,1000,0
DHPPDA2,diaminohydroxyphosphoribosylaminopryrimidine deaminase 25drapp ,25drapp[c] + h2o[c] + h[c]  -> 5apru[c] + nh4[c] ,PP_0514,PP_0514,Cofactor and Prosthetic Group Biosynthesis Riboflavin Metabolism,0,0,1000,0
DHPS,dihydropteroate synthase,2ahhmp[c] + 4abz[c]  -> dhpt[c] + h2o[c] ,PP_4717,PP_4717,Cofactor and Prosthetic Group Biosynthesis Folate Biosynthesis,0,0,1000,0
DHQD,3 dehydroquinate dehydratase,3dhq[c]  <=> 3dhsk[c] + h2o[c] ,( PP_0560  or  PP_3003  or  PP_2407 ),PP_0560 PP_2407 PP_3003,Phenylalanine Tyrosine Tryptophan Biosynthesis,1,-1000,1000,0
DHQS,3 dehydroquinate synthase,2dda7p[c]  -> 3dhq[c] + pi[c] ,PP_5078,PP_5078,Phenylalanine Tyrosine Tryptophan Biosynthesis,0,0,1000,0
DHSKDH,dehydroshikimate dehydratase,3dhsk[c]  -> 34dhbz[c] + h2o[c] ,PP_2554,PP_2554,Aromatic Compounds Degradation B Ketoadipate pathway,0,0,1000,0
DKGLCNR3,2 5 diketo D gluconate reductase,25dkglcn[c] + h[c] + nadph[c]  -> 2dhglcn[c] + nadp[c] ,PP_2368,PP_2368,Alternate Carbon Ascorbate and Aldarate Metabolism,0,0,1000,0
DLASNR,Asparagine racemase,asn_L[c]  <=> asn_D[c] ,PP_3722,PP_3722,Alternate Carbon and Nitrogen source D Amino acids Metabolism,1,-1000,1000,0
DLCYSR,Cysteine racemase,cys_L[c]  <=> cys_D[c] ,PP_3722,PP_3722,Alternate Carbon and Nitrogen source D Amino acids Metabolism,1,-1000,1000,0
DLEUabcpp,D leucine transport via ABC system periplasm ,atp[c] + h2o[c] + leu_D[p]  -> adp[c] + h[c] + leu_D[c] + pi[c] ,,,Transport ABC system,0,0,1000,0
DLEUtex,D leucine transport via diffusion extracellular to periplasm ,leu_D[e]  <=> leu_D[p] ,,,Transport Outer Membrane,1,-1000,1000,0
DLMETR,Methionine racemase,met_L[c]  <=> D_met[c] ,PP_3722,PP_3722,Alternate Carbon and Nitrogen source D Amino acids Metabolism,1,-1000,1000,0
DLYSAD,D Amino acid dehydrogenase,fad[c] + h2o[c] + lys_D[c]  -> 6a2ohxnt[c] + fadh2[c] + nh4[c] ,( PP_3596  or  PP_5270  or  PP_4434  or  PP_2246 ),PP_2246 PP_3596 PP_4434 PP_5270,Lysine Metabolism,0,0,1000,0
DLYSOXGAT,D Lysine2 oxoglutarate aminotransferase,akg[c] + lys_D[c]  <=> 6a2ohxnt[c] + glu_D[c] ,PP_3590,PP_3590,Lysine Metabolism,1,-1000,1000,0
DLYSPYRAT,D Lysinepyruvate aminotransferase,lys_D[c] + pyr[c]  <=> 6a2ohxnt[c] + ala_D[c] ,PP_3590,PP_3590,Lysine Metabolism,1,-1000,1000,0
DLYSabcpp,D lysine transport via ABC system periplasm ,atp[c] + h2o[c] + lys_D[p]  -> adp[c] + h[c] + lys_D[c] + pi[c] ,( ( PP_0280  and  PP_0281  and  PP_0282  and  PP_0283 )  or  ( PP_4483  and  PP_4484  and  PP_4485  and  PP_4486 )  or  ( PP_3593  and  PP_3594  and  PP_3595  and  PP_3597 ) ),PP_0280 PP_0281 PP_0282 PP_0283 PP_3593 PP_3594 PP_3595 PP_3597 PP_4483 PP_4484 PP_4485 PP_4486,Transport ABC system,0,0,1000,0
DLYStex,D lysine transport via diffusion extracellular to periplasm ,lys_D[e]  <=> lys_D[p] ,PP_1206,PP_1206,Transport Outer Membrane,1,-1000,1000,0
DMATT,dimethylallyltranstransferase,dmpp[c] + ipdp[c]  -> grdp[c] + ppi[c] ,PP_0528,PP_0528,Cofactor and Prosthetic Group Biosynthesis Terpenoid backbone biosynthesis,0,0,1000,0
DMETtex,D methionine transport via diffusion extracellular to periplasm ,D_met[e]  <=> D_met[p] ,,,Transport Outer Membrane,1,-1000,1000,0
DMGDH2,dimethylglycine dehydrogenase,dmgly[c] + h2o[c] + nad[c]  <=> fald[c] + h[c] + nadh[c] + sarcs[c] ,( PP_0315  and  PP_0316 ),PP_0315 PP_0316,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,1,-1000,1000,0
DMGLYBabcpp,Glycine betaine transport via ABC system periplasm ,atp[c] + dmgly[p] + h2o[c]  -> adp[c] + dmgly[c] + h[c] + pi[c] ,( PP_0294  and  PP_0295  and  PP_0296 ),PP_0294 PP_0295 PP_0296,Transport ABC system,0,0,1000,0
DMGLYtex,Dimethylglycine transport via diffusion extracellular to periplasm ,dmgly[e]  <=> dmgly[p] ,,,Transport Outer Membrane,1,-1000,1000,0
DMPPS,1 hydroxy 2 methyl 2 E butenyl 4 diphosphate reductase dmpp ,h2mb4p[c] + h[c] + nadh[c]  -> dmpp[c] + h2o[c] + nad[c] ,PP_0606,PP_0606,Cofactor and Prosthetic Group Biosynthesis Terpenoid backbone biosynthesis,0,0,1000,0
DMQMT,3 Dimethylubiquinonol 3 methyltransferase,2omhmbl[c] + amet[c]  -> ahcys[c] + h[c] + q8h2[c] ,PP_1765,PP_1765,Cofactor and Prosthetic Group Biosynthesis Ubiquinone biosynthesis,0,0,1000,0
DMSO2abcpp,dimethyl sulfone transport via ABC system periplasm ,atp[c] + dmso2[p] + h2o[c]  -> adp[c] + dmso2[c] + h[c] + pi[c] ,( ( PP_0237  and  PP_0240  and  PP_0239 )  or  ( PP_0233  and  PP_0232  and  PP_0231 ) ),PP_0231 PP_0232 PP_0233 PP_0237 PP_0239 PP_0240,Transport ABC system,0,0,1000,0
DMSO2tex,dimethyl sulfone transport via diffusion extracellular to periplasm ,dmso2[e]  <=> dmso2[p] ,PP_0234,PP_0234,Transport Outer Membrane,1,-1000,1000,0
DM_5DRIB,Sink needed to allow 5 deoxyribose to leave system,5drib[c]  -> ,,,Exchange,0,0,1000,0
DM_AMOB,Sink needed to allow S Adenosyl 4 methylthio 2 oxobutanoate to leave system,amob[c]  -> ,,,Exchange,0,0,1000,0
DM_C100aPHA,C100aPHA demand,C100aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C100pPHA,C100pPHA demand,C100pPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C101PHA,C101PHA demand,C101PAH[c]  -> ,,,Exchange,0,0,1000,0
DM_C120aPHA,C120aPHA demand,C120aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C121aPHA,C121aPHA demand,C121aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C121d6PHA,C121d6PHA demand,C121d6PHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C140aPHA,C140aPHA demand,C140aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C141aPHA,C121d6PHA demand,C141aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C141d5PHA,C141d5PHA demand,C141d5PHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C142PHA,C142PHA demand,C142PHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C40aPHA,C40aPHA demand,C40aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C40atPHA,C40atPHA demand,C40atPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C40pPHA,C40pPHA demand,C40pPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C50aPHA,C50aPHA demand,C50aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C50pPHA,C50pPHA demand,C50pPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C60aPHA,C60aPHA demand,C60aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C60atPHA,C60atPHA demand,C60atPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C60pPHA,C60pPHA demand,C60pPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C70aPHA,C70aPHA demand,C70aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C70pPHA,C70pPHA demand,C70pPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C80aPHA,C80aPHA demand,C80aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C80pPHA,C80pPHA demand,C80pPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C90aPHA,C90aPHA demand,C90aPHA[c]  -> ,,,Exchange,0,0,1000,0
DM_C90pPHA,C90pPHA demand,C90pPHA[c]  -> ,,,Exchange,0,0,1000,0
DM__acmum6p,DM acmum6p c ,acmum6p[c]  -> ,,,Exchange,0,0,1000,0
DM__ppi50,DM ppi50,ppi50[c]  -> ,,,Exchange,0,0,1000,0
DM_acgam,DM acgam,acgam[c]  -> ,,,Exchange,0,0,1000,0
